	protein_sequence1	protein_sequence2	interaction
388	1408	1157	1
389	1408	2358	1
390	112	1883	1
391	112	1830	1
392	195	1710	1
393	2270	1335	1
394	2270	551	1
395	1159	2331	1
396	1159	2196	1
397	1159	2211	1
398	1159	1757	1
399	742	2331	1
400	688	2327	1
401	688	908	1
402	688	1653	1
403	688	1975	1
404	688	377	1
405	688	800	1
406	688	84	1
407	85	1282	1
408	85	377	1
409	1670	1883	1
410	1670	1757	1
411	1670	2297	1
412	2413	1653	1
413	2413	2034	1
414	2413	1975	1
415	2413	1787	1
416	2407	377	1
417	2407	2280	1
418	710	2280	1
419	2518	692	1
420	413	1278	1
421	2181	2280	1
422	1185	1435	1
423	1185	2280	1
424	364	2327	1
425	364	908	1
426	986	2034	1
427	996	2560	1
428	2433	2034	1
429	2433	1757	1
430	1793	2560	1
431	512	2034	1
432	512	1213	1
433	1272	1466	1
434	1878	1653	1
435	1878	1975	1
436	1878	800	1
437	1878	84	1
438	1837	2034	1
439	2551	2034	1
440	2551	1419	1
441	2551	2163	1
442	1682	2280	1
443	1682	2211	1
444	1029	924	1
445	1029	2281	1
446	127	1653	1
447	127	2280	1
448	127	2211	1
449	100	2249	1
450	521	1898	1
451	521	2211	1
452	521	1444	1
453	521	1024	1
454	521	2034	1
455	521	678	1
456	521	949	1
457	521	2229	1
458	521	1373	1
459	521	2641	1
460	1127	2034	1
461	1306	147	1
462	1306	1564	1
463	1869	1435	1
464	1425	1510	1
465	529	1653	1
466	529	2249	1
467	529	780	1
468	529	2280	1
469	529	2281	1
470	1976	2280	1
471	1976	2211	1
472	1010	1975	1
473	1010	377	1
474	1010	2196	1
475	1010	2211	1
476	1010	328	1
477	2653	780	1
478	255	2280	1
479	2259	471	1
480	2312	377	1
481	2312	851	1
482	2312	692	1
483	2312	84	1
484	2312	2453	1
485	2511	486	1
486	746	2211	1
487	676	144	1
488	676	1710	1
489	2371	2331	1
490	2371	1710	1
491	802	2280	1
492	802	2211	1
493	2210	2249	1
494	2210	2331	1
495	2210	377	1
496	2210	328	1
497	574	2249	1
498	574	2280	1
499	1912	1975	1
500	1912	377	1
501	1912	650	1
502	1912	1097	1
503	1912	1641	1
504	1912	1346	1
505	1912	471	1
506	208	2034	1
507	1063	2134	1
508	1063	949	1
509	966	2249	1
510	966	2034	1
511	966	949	1
512	966	2211	1
513	2001	2034	1
514	1783	2355	1
515	2378	1036	1
516	31	144	1
517	47	2505	1
518	47	2281	1
519	47	2281	1
520	47	2281	1
521	47	2281	1
522	2223	1351	1
523	2424	414	1
524	2424	2560	1
525	2652	937	1
526	2652	1679	1
527	2652	1600	1
528	2652	1227	1
529	2652	393	1
530	2652	1429	1
531	2652	2690	1
532	2652	2050	1
533	2652	1112	1
534	2265	2034	1
535	1610	2034	1
536	1657	2249	1
537	896	2249	1
538	79	2331	1
539	284	1282	1
540	284	290	1
541	284	470	1
542	284	1488	1
543	1077	1909	1
544	1269	2034	1
545	1685	377	1
546	1685	2211	1
547	1239	328	1
548	1239	377	1
549	241	2211	1
550	2235	2280	1
551	2426	1435	1
552	2426	2280	1
553	1531	1653	1
554	1531	1787	1
555	1531	2280	1
556	1531	2211	1
557	1531	1563	1
558	928	2134	1
559	1725	2249	1
560	1204	708	1
561	1204	1017	1
562	1204	1811	1
563	1204	1710	1
564	1204	1151	1
565	1204	2280	1
566	1230	1017	1
567	1230	2280	1
568	1948	355	1
569	1948	355	1
570	1961	290	1
571	2099	2134	1
572	2099	780	1
573	902	2249	1
574	902	1790	1
575	958	2249	1
576	958	2249	1
577	950	2280	1
578	1505	2034	1
579	1124	1622	1
580	1124	784	1
581	1711	1710	1
582	373	2280	1
583	2544	471	1
584	380	1213	1
585	1958	1622	1
586	1958	784	1
587	1958	601	1
588	1030	2589	1
589	1030	1760	1
590	1030	1114	1
591	1030	736	1
592	1030	800	1
593	1030	84	1
594	1030	1975	1
595	1030	130	1
596	1030	2509	1
597	1030	485	1
598	1030	503	1
599	1030	377	1
600	1030	908	1
601	1030	2327	1
602	1030	171	1
603	1030	2280	1
604	1525	2249	1
605	670	253	1
606	2496	2280	1
607	2496	908	1
608	2496	2134	1
609	2496	2327	1
610	42	2280	1
611	465	1710	1
612	134	1883	1
613	134	2394	1
614	2649	328	1
615	2649	471	1
616	400	1270	1
617	1251	2280	1
618	2477	2034	1
619	111	2280	1
620	111	1435	1
621	2097	2355	1
622	1581	1710	1
623	1552	147	1
624	1552	513	1
625	667	2280	1
626	1937	2355	1
627	585	1134	1
628	974	2249	1
629	1674	328	1
630	1467	780	1
631	573	2297	1
632	573	1883	1
633	909	800	1
634	909	1975	1
635	909	2196	1
636	909	2280	1
637	909	377	1
638	909	2331	1
639	201	2331	1
640	201	2280	1
641	201	2034	1
642	201	2331	1
643	201	1435	1
644	938	144	1
645	938	2034	1
646	1415	328	1
647	1415	503	1
648	1514	2211	1
649	2535	513	1
650	1751	2034	1
651	291	147	1
652	291	513	1
653	291	2225	1
654	1145	328	1
655	1852	26	1
656	594	393	1
657	594	2249	1
658	594	1576	1
659	594	824	1
660	2085	2280	1
661	1997	1975	1
662	432	2249	1
663	2615	2249	1
664	1410	650	1
665	1283	2249	1
666	113	2280	1
667	1309	1617	1
668	329	473	1
669	329	1909	1
670	2022	2034	1
671	655	1830	1
672	655	1883	1
673	655	2297	1
674	1356	1883	1
675	1356	2297	1
676	1356	2280	1
677	1356	1830	1
678	1884	924	1
679	1884	2281	1
680	1884	290	1
681	1214	2134	1
682	1225	2056	1
683	2637	2211	1
684	2637	2249	1
685	2069	2331	1
686	997	2034	1
687	1778	1975	1
688	1778	2196	1
689	1778	1757	1
690	1778	1036	1
691	2077	780	1
692	2077	780	1
693	2077	1829	1
694	1931	410	1
695	1988	84	1
696	1988	1975	1
697	1988	377	1
698	1988	2034	1
699	1438	2280	1
700	1438	2134	1
701	1750	2280	1
702	119	503	1
703	178	949	1
704	178	2280	1
705	2720	1866	1
706	1627	147	1
707	1627	2249	1
708	1062	780	1
709	2655	800	1
710	2655	84	1
711	2655	2211	1
712	2655	1975	1
713	2655	130	1
714	2655	485	1
715	2655	1563	1
716	2655	377	1
717	2655	1653	1
718	2655	2331	1
719	2655	1134	1
720	2415	2331	1
721	1803	2196	1
722	789	2034	1
723	1974	1710	1
724	1165	2134	1
725	2603	1152	1
726	2603	1928	1
727	1334	1710	1
728	646	2211	1
729	646	2280	1
730	1477	2331	1
731	2137	678	1
732	1746	471	1
733	2546	1838	1
734	1669	780	1
735	1669	2280	1
736	726	2280	1
737	1158	2331	1
738	1888	26	1
739	2647	1710	1
740	2647	949	1
741	2647	317	1
742	1368	2280	1
743	1005	2280	1
744	292	2211	1
745	1639	2331	1
746	2497	2249	1
747	2282	2034	1
748	2153	1373	1
749	264	1680	1
750	264	680	1
751	264	2160	1
752	2351	2034	1
753	225	2034	1
754	1241	2249	1
755	2	1883	1
756	2	2297	1
757	105	1375	1
758	1854	144	1
759	1854	2034	1
760	958	2249	1
761	958	2249	1
762	958	2249	1
763	958	2249	1
764	958	2249	1
765	184	2249	1
766	184	2249	1
767	184	2249	1
768	2710	1373	1
769	958	2249	1
770	1376	2211	1
771	1412	2034	1
772	1412	1757	1
773	1646	2134	1
774	1646	2280	1
775	149	917	1
776	149	1151	1
777	2562	2280	1
778	1287	1157	1
779	1327	1419	1
780	1028	1883	1
781	1028	1830	1
782	1441	2280	1
783	1441	1757	1
784	238	851	1
785	2642	2280	1
786	980	2034	1
787	980	2331	1
788	980	1975	1
789	980	377	1
790	980	800	1
791	980	824	1
792	980	84	1
793	980	1787	1
794	980	2196	1
795	980	949	1
796	980	2453	1
797	956	2327	1
798	956	908	1
799	956	1653	1
800	956	2034	1
801	956	2331	1
802	956	1114	1
803	956	1975	1
804	956	377	1
805	956	800	1
806	956	824	1
807	956	84	1
808	956	1787	1
809	956	2196	1
810	956	2280	1
811	956	1757	1
812	956	2453	1
813	1189	1883	1
814	1189	1975	1
815	1189	377	1
816	1189	692	1
817	1189	84	1
818	1189	2280	1
819	1189	1	1
820	1393	2331	1
821	1393	2280	1
822	2588	2280	1
823	640	1757	1
824	531	1883	1
825	531	1830	1
826	531	2297	1
827	845	2034	1
828	1258	1653	1
829	1258	2280	1
830	1258	2211	1
831	385	1757	1
832	385	1896	1
833	117	2331	1
834	2736	1653	1
835	2736	2034	1
836	2736	2331	1
837	2736	1975	1
838	2736	1787	1
839	1149	2280	1
840	185	1883	1
841	185	1830	1
842	185	1213	1
843	185	2297	1
844	1568	1213	1
845	1943	1909	1
846	1943	1212	1
847	1943	952	1
848	1943	1883	1
849	1943	2034	1
850	1943	1830	1
851	1943	1213	1
852	1698	1036	1
853	1698	328	1
854	1698	1485	1
855	1698	2374	1
856	1698	2280	1
857	1698	2509	1
858	1698	1981	1
859	1698	1563	1
860	1039	683	1
861	1039	1114	1
862	1039	2281	1
863	1039	2281	1
864	1039	2281	1
865	1039	2281	1
866	1039	1757	1
867	1039	2280	1
868	1039	2211	1
869	1482	328	1
870	1482	471	1
871	1100	2249	1
872	1100	2034	1
873	1100	2280	1
874	1753	2034	1
875	555	2034	1
876	2306	513	1
877	2306	171	1
878	2306	1653	1
879	2306	1975	1
880	2306	800	1
881	2306	84	1
882	2306	1787	1
883	2306	2280	1
884	2306	2211	1
885	2306	1563	1
886	2347	2034	1
887	1865	1151	1
888	1318	1134	1
889	1516	1134	1
890	1483	2331	1
891	405	2034	1
892	2340	2034	1
893	2340	377	1
894	2340	1757	1
895	1578	377	1
896	2446	2280	1
897	821	2331	1
898	821	1036	1
899	821	1975	1
900	821	377	1
901	821	84	1
902	821	1787	1
903	821	2196	1
904	821	1757	1
905	821	2453	1
906	547	2331	1
907	577	144	1
908	1110	1871	1
909	2643	2280	1
910	2643	2211	1
911	2257	1330	1
912	437	2280	1
913	259	1653	1
914	259	2358	1
915	259	2280	1
916	259	1563	1
917	1201	2034	1
918	1201	2486	1
919	1201	377	1
920	552	2034	1
921	2310	702	1
922	1187	2280	1
923	685	1134	1
924	685	1975	1
925	685	377	1
926	685	800	1
927	685	2196	1
928	685	1563	1
929	17	144	1
930	922	2134	1
931	681	750	1
932	915	1660	1
933	1055	1653	1
934	1055	1563	1
935	2600	1653	1
936	2600	2331	1
937	2600	2280	1
938	2600	1563	1
939	2298	2280	1
940	2079	2331	1
941	2079	26	1
942	2608	516	1
943	662	2327	1
944	662	908	1
945	662	1595	1
946	662	401	1
947	662	2280	1
948	1766	2034	1
949	2038	1883	1
950	2038	2582	1
951	2038	1710	1
952	65	1653	1
953	1340	2034	1
954	1340	1278	1
955	1663	949	1
956	1663	2280	1
957	1663	416	1
958	1776	377	1
959	792	2211	1
960	792	2280	1
961	88	1435	1
962	88	2280	1
963	1740	2331	1
964	1740	1036	1
965	1380	1710	1
966	2239	780	1
967	2239	2211	1
968	2239	2280	1
969	2703	2134	1
970	63	2034	1
971	391	2034	1
972	391	2280	1
973	2460	1933	1
974	2460	439	1
975	2460	1304	1
976	2460	1281	1
977	2460	692	1
978	2460	1811	1
979	2460	2453	1
980	2460	2280	1
981	598	2331	1
982	2727	1975	1
983	2727	377	1
984	2727	84	1
985	2727	1097	1
986	889	1975	1
987	889	377	1
988	889	1097	1
989	739	2280	1
990	2487	454	1
991	953	970	1
992	953	2589	1
993	953	1760	1
994	953	26	1
995	953	401	1
996	953	2280	1
997	1002	650	1
998	1292	1435	1
999	511	1435	1
1000	511	2196	1
1001	511	2280	1
1002	511	2211	1
1003	2252	1653	1
1004	2252	2280	1
1005	2252	1563	1
1006	359	2134	1
1007	359	2034	1
1008	359	2211	1
1009	804	2034	1
1010	1384	2034	1
1011	1384	2331	1
1012	1384	2355	1
1013	1384	328	1
1014	1384	1975	1
1015	1384	377	1
1016	1384	800	1
1017	1384	84	1
1018	1384	2196	1
1019	1384	1757	1
1020	1384	485	1
1021	1015	144	1
1022	1015	1883	1
1023	1015	2297	1
1024	2522	2280	1
1025	1501	2173	1
1026	1501	784	1
1027	1358	1622	1
1028	1358	2173	1
1029	1358	784	1
1030	2058	2034	1
1031	427	1435	1
1032	427	2280	1
1033	1386	2249	1
1034	267	2249	1
1035	2624	949	1
1036	2724	2211	1
1037	633	2249	1
1038	633	2280	1
1039	1098	471	1
1040	2552	377	1
1041	1405	2034	1
1042	1405	2331	1
1043	1611	1883	1
1044	1611	2331	1
1045	1611	1830	1
1046	912	2034	1
1047	1396	1344	1
1048	1671	393	1
1049	1671	924	1
1050	1671	2281	1
1051	177	1653	1
1052	177	2211	1
1053	177	1563	1
1054	1524	1653	1
1055	1524	2280	1
1056	248	1653	1
1057	248	2280	1
1058	248	1563	1
1059	1433	1653	1
1060	1433	377	1
1061	1433	1563	1
1062	1785	1653	1
1063	1785	2211	1
1064	1944	1653	1
1065	1944	2331	1
1066	1944	1975	1
1067	1944	377	1
1068	1206	1653	1
1069	1206	1975	1
1070	1206	377	1
1071	1206	1563	1
1072	2151	780	1
1073	2151	2281	1
1074	2151	2281	1
1075	2151	2281	1
1076	2151	2281	1
1077	1827	471	1
1078	2556	2280	1
1079	760	2211	1
1080	109	780	1
1081	109	2211	1
1082	809	2280	1
1083	1129	1435	1
1084	1129	2280	1
1085	528	2249	1
1086	1072	2280	1
1087	2471	683	1
1088	2471	1595	1
1089	2471	1036	1
1090	2471	377	1
1091	2471	401	1
1092	2471	2280	1
1093	2471	1757	1
1094	1959	2249	1
1095	1807	290	1
1096	81	2249	1
1097	81	1981	1
1098	483	1335	1
1099	611	1653	1
1100	611	2211	1
1101	611	1563	1
1102	302	2249	1
1103	302	2280	1
1104	697	328	1
1105	697	1757	1
1106	2479	2034	1
1107	2479	1727	1
1108	2290	2327	1
1109	2290	908	1
1110	2290	683	1
1111	2290	1595	1
1112	2290	1036	1
1113	2290	1114	1
1114	2290	401	1
1115	2290	2280	1
1116	2290	1757	1
1117	352	1760	1
1118	352	2034	1
1119	352	1114	1
1120	352	2280	1
1121	249	290	1
1122	1366	1653	1
1123	1366	2331	1
1124	1887	780	1
1125	419	1883	1
1126	419	2297	1
1127	643	610	1
1128	643	2008	1
1129	643	1157	1
1130	643	771	1
1131	1226	2034	1
1132	1589	2034	1
1133	18	144	1
1134	18	1213	1
1135	18	2173	1
1136	18	1757	1
1137	2044	2331	1
1138	2044	2280	1
1139	2044	2211	1
1140	1302	1429	1
1141	2721	1036	1
1142	1219	2034	1
1143	1219	26	1
1144	2370	2034	1
1145	2370	1435	1
1146	2205	610	1
1147	2205	771	1
1148	1788	1576	1
1149	1788	2641	1
1150	2161	2331	1
1151	2488	144	1
1152	712	1883	1
1153	712	1830	1
1154	712	2211	1
1155	1071	1213	1
1156	1071	680	1
1157	1071	601	1
1158	1071	1622	1
1159	2719	2589	1
1160	586	144	1
1161	586	2034	1
1162	586	2280	1
1163	863	471	1
1164	930	2249	1
1165	231	2280	1
1166	462	2034	1
1167	1139	2034	1
1168	1139	981	1
1169	1139	2486	1
1170	1139	839	1
1171	1139	2281	1
1172	14	1653	1
1173	14	1563	1
1174	2692	2327	1
1175	2692	908	1
1176	2692	683	1
1177	2692	1595	1
1178	2692	1036	1
1179	1985	2327	1
1180	1985	908	1
1181	1985	683	1
1182	1985	1595	1
1183	1985	1036	1
1184	1985	401	1
1185	1985	2280	1
1186	1985	1757	1
1187	1363	1622	1
1188	1363	377	1
1189	1363	2173	1
1190	1363	438	1
1191	1234	2280	1
1192	1860	2280	1
1193	1536	2034	1
1194	2278	144	1
1195	2278	2034	1
1196	2278	981	1
1197	1932	144	1
1198	1932	2034	1
1199	1932	26	1
1200	2602	2249	1
1201	2602	2500	1
1202	2602	2280	1
1203	2051	2249	1
1204	2051	2134	1
1205	2051	2280	1
1206	1016	1285	1
1207	1016	2616	1
1208	1016	1686	1
1209	1016	936	1
1210	2728	2280	1
1211	1593	328	1
1212	2578	2211	1
1213	2614	2249	1
1214	1495	290	1
1215	1053	2134	1
1216	1994	2165	1
1217	1289	2034	1
1218	1289	2560	1
1219	1289	237	1
1220	1289	620	1
1221	1289	701	1
1222	931	2034	1
1223	1651	2034	1
1224	48	2034	1
1225	2135	2034	1
1226	758	290	1
1227	1654	2280	1
1228	2738	2331	1
1229	2738	1975	1
1230	2738	377	1
1231	2738	800	1
1232	2738	2196	1
1233	615	2034	1
1234	615	2331	1
1235	615	2211	1
1236	615	2280	1
1237	2226	1591	1
1238	2226	2685	1
1239	2226	2580	1
1240	2226	2034	1
1241	2226	2331	1
1242	2226	9	1
1243	2226	2280	1
1244	2226	114	1
1245	198	2331	1
1246	198	1278	1
1247	198	23	1
1248	198	26	1
1249	357	2034	1
1250	357	2280	1
1251	1411	2034	1
1252	1809	1653	1
1253	1809	2034	1
1254	1809	2331	1
1255	1809	1114	1
1256	1809	1975	1
1257	1809	377	1
1258	1809	800	1
1259	1809	84	1
1260	1809	1787	1
1261	1809	2196	1
1262	1809	2280	1
1263	1809	1757	1
1264	1616	1188	1
1265	1616	328	1
1266	1616	1281	1
1267	1616	692	1
1268	1616	1811	1
1269	1616	2280	1
1270	1616	2453	1
1271	409	144	1
1272	595	2331	1
1273	963	2542	1
1274	963	754	1
1275	1092	1975	1
1276	2628	2211	1
1277	1193	683	1
1278	1193	2034	1
1279	1193	2331	1
1280	1515	2280	1
1281	669	1710	1
1282	143	2034	1
1283	508	949	1
1284	508	1757	1
1285	2359	2134	1
1286	2359	859	1
1287	2359	2280	1
1288	2359	1757	1
1289	2026	2280	1
1290	2246	1101	1
1291	2675	2034	1
1292	2305	2280	1
1293	2275	1757	1
1294	2457	2331	1
1295	2457	981	1
1296	803	2165	1
1297	978	144	1
1298	729	780	1
1299	729	2280	1
1300	1748	1710	1
1301	2047	513	1
1302	2047	683	1
1303	2047	1981	1
1304	316	2280	1
1305	1452	2280	1
1306	1569	2280	1
1307	1569	2211	1
1308	1652	2327	1
1309	1652	642	1
1310	1652	2249	1
1311	1652	2280	1
1312	1652	1757	1
1313	1696	2331	1
1314	1118	1818	1
1315	1118	1435	1
1316	1118	2280	1
1317	1549	144	1
1318	1549	610	1
1319	1549	2008	1
1320	1549	2331	1
1321	1549	771	1
1322	1549	824	1
1323	1549	2280	1
1324	1615	454	1
1325	501	1134	1
1326	501	2034	1
1327	501	2331	1
1328	501	1975	1
1329	501	377	1
1330	501	471	1
1331	501	485	1
1332	501	1563	1
1333	2053	393	1
1334	1450	1710	1
1335	2661	2211	1
1336	947	780	1
1337	2267	2327	1
1338	2267	908	1
1339	2267	1653	1
1340	2267	2589	1
1341	2267	2331	1
1342	2267	1114	1
1343	2267	377	1
1344	2267	824	1
1345	2267	1787	1
1346	2267	1757	1
1347	2267	2453	1
1348	2613	1282	1
1349	2613	290	1
1350	2613	1883	1
1351	1792	1883	1
1352	1792	2034	1
1353	1792	1830	1
1354	1792	2196	1
1355	1792	2280	1
1356	1792	2211	1
1357	1792	2297	1
1358	1858	1152	1
1359	1858	1928	1
1360	1196	2280	1
1361	270	780	1
1362	270	2280	1
1363	1154	207	1
1364	2622	290	1
1365	1990	693	1
1366	1990	1114	1
1367	2168	171	1
1368	2168	1653	1
1369	2168	1975	1
1370	2168	1787	1
1371	2362	780	1
1372	2691	2280	1
1373	925	2280	1
1374	1229	2355	1
1375	873	377	1
1376	1123	2297	1
1377	2076	171	1
1378	2076	1653	1
1379	2076	2034	1
1380	2076	2331	1
1381	2076	1975	1
1382	2076	692	1
1383	2076	1787	1
1384	717	692	1
1385	1620	692	1
1386	2489	780	1
1387	548	377	1
1388	1142	1883	1
1389	1142	2034	1
1390	1142	1830	1
1391	1142	2297	1
1392	51	2280	1
1393	1585	1036	1
1394	1585	377	1
1395	1571	780	1
1396	1571	2034	1
1397	1571	2280	1
1398	1571	2211	1
1399	1430	2196	1
1400	1430	2280	1
1401	1369	1653	1
1402	1369	1563	1
1403	227	2034	1
1404	1453	2249	1
1405	433	2331	1
1406	571	2589	1
1407	571	2280	1
1408	2439	2249	1
1409	1427	2280	1
1410	1721	2355	1
1411	1721	328	1
1412	1721	471	1
1413	1763	2034	1
1414	1895	780	1
1415	785	1653	1
1416	785	2331	1
1417	785	2280	1
1418	785	2211	1
1419	1490	1653	1
1420	1490	2280	1
1421	1490	2211	1
1422	1490	1563	1
1423	2207	1898	1
1424	2207	1024	1
1425	2207	924	1
1426	2207	2355	1
1427	2207	949	1
1428	2207	2281	1
1429	339	1653	1
1430	339	2280	1
1431	339	1563	1
1432	24	1653	1
1433	24	2331	1
1434	24	2280	1
1435	1116	1653	1
1436	1116	1563	1
1437	2729	2249	1
1438	2729	2280	1
