	protein_sequence1	protein_sequence2	interaction
128	367	1320	1
129	367	1491	1
130	367	690	1
131	1177	1836	1
132	1177	1142	1
133	1177	1468	1
134	1579	1836	1
135	1579	1468	1
136	1579	2650	1
137	2233	1001	1
138	2233	2493	1
139	2233	1192	1
140	1916	1699	1
141	1916	1468	1
142	1017	1459	1
143	2124	756	1
144	1806	2053	1
145	2067	1699	1
146	1749	195	1
147	1322	2379	1
148	1322	1468	1
149	243	1764	1
150	1145	1142	1
151	1145	2004	1
152	1145	1113	1
153	1145	674	1
154	1461	2650	1
155	2194	1370	1
156	838	721	1
157	2442	2095	1
158	1582	1523	1
159	109	1699	1
160	109	1459	1
161	109	149	1
162	2739	596	1
163	2739	1468	1
164	1535	2379	1
165	2485	1699	1
166	2485	2102	1
167	1703	1789	1
168	1703	1357	1
169	1345	910	1
170	1345	2574	1
171	1345	1007	1
172	1345	1033	1
173	1345	1083	1
174	1923	1699	1
175	1923	1471	1
176	1923	227	1
177	2105	2454	1
178	1687	1699	1
179	284	621	1
180	284	1523	1
181	369	894	1
182	369	2379	1
183	369	645	1
184	369	2605	1
185	369	2669	1
186	369	581	1
187	369	1207	1
188	2148	1459	1
189	2148	1468	1
190	2148	2650	1
191	2655	2095	1
192	1374	1469	1
193	916	244	1
194	1773	550	1
195	1283	2379	1
196	1850	1477	1
197	679	1117	1
198	2665	1134	1
199	1401	2650	1
200	1953	1906	1
201	2598	389	1
202	2598	1471	1
203	2598	894	1
204	2598	2379	1
205	2598	2650	1
206	753	596	1
207	37	1142	1
208	37	2095	1
209	37	674	1
210	2114	2060	1
211	2114	1006	1
212	2114	550	1
213	449	1523	1
214	1328	1113	1
215	1493	721	1
216	1493	232	1
217	1726	596	1
218	1726	1320	1
219	1726	690	1
220	1202	2650	1
221	1539	2379	1
222	1539	1468	1
223	1654	1699	1
224	1654	1471	1
225	1654	1468	1
226	1098	1142	1
227	2717	389	1
228	2717	1729	1
229	2717	894	1
230	2717	2379	1
231	2717	645	1
232	2717	2185	1
233	2029	1699	1
234	2029	1437	1
235	2029	1468	1
236	2029	2162	1
237	2603	550	1
238	1350	1001	1
239	754	476	1
240	797	1523	1
241	211	534	1
242	702	931	1
243	702	2583	1
244	702	1196	1
245	702	233	1
246	2139	1523	1
247	2139	1471	1
248	2139	2454	1
249	2139	850	1
250	2139	2650	1
251	2139	227	1
252	2139	1357	1
253	2139	1789	1
254	710	1471	1
255	1238	2638	1
256	1238	1012	1
257	1238	1112	1
258	1238	2454	1
259	1238	1468	1
260	1238	227	1
261	1642	1523	1
262	1642	1471	1
263	2464	389	1
264	2464	1471	1
265	932	389	1
266	932	1468	1
267	932	2650	1
268	932	2185	1
269	1251	1699	1
270	326	120	1
271	495	389	1
272	495	1471	1
273	495	1075	1
274	495	1468	1
275	495	2650	1
276	495	2185	1
277	2307	2379	1
278	1414	721	1
279	1068	2053	1
280	1068	1468	1
281	396	1052	1
282	396	1443	1
283	181	389	1
284	181	1523	1
285	181	1985	1
286	181	1292	1
287	181	1468	1
288	181	2650	1
289	270	1523	1
290	315	1523	1
291	315	2495	1
292	2083	1523	1
293	2083	1471	1
294	2646	2625	1
295	2580	1459	1
296	2580	2181	1
297	2580	2095	1
298	300	1471	1
299	1390	106	1
300	2092	1142	1
301	2092	1523	1
302	2092	1536	1
303	2340	2053	1
304	468	1471	1
305	2042	931	1
306	2042	1523	1
307	2042	1196	1
308	2042	654	1
309	2042	2335	1
310	473	104	1
311	129	1142	1
312	713	1468	1
313	2065	1836	1
314	1486	1523	1
315	1826	1468	1
316	2136	1662	1
317	2136	389	1
318	2136	1523	1
319	2136	894	1
320	2136	2008	1
321	2136	1083	1
322	2136	2605	1
323	2136	228	1
324	2136	2162	1
325	2136	1545	1
326	2136	2185	1
327	2136	2493	1
328	2136	1240	1
329	2170	1699	1
330	2170	1468	1
331	1227	1523	1
332	1227	297	1
333	870	1699	1
334	2511	1709	1
335	261	614	1
336	1974	596	1
337	83	303	1
338	83	1207	1
339	1176	931	1
340	1176	1196	1
341	1176	233	1
342	896	1699	1
343	896	1468	1
344	896	235	1
345	829	1001	1
346	2501	104	1
347	2293	389	1
348	2293	29	1
349	2293	1468	1
350	2293	227	1
351	218	1523	1
352	218	2379	1
353	424	228	1
354	30	2379	1
355	2011	1357	1
356	1894	1142	1
357	1894	674	1
358	2093	2095	1
359	2093	1433	1
360	2093	958	1
361	2093	2379	1
362	2093	745	1
363	2093	1234	1
364	2093	195	1
365	2093	1072	1
366	2093	1545	1
367	2093	2040	1
368	2113	1087	1
369	498	2095	1
370	1881	2095	1
371	269	1409	1
372	269	2095	1
373	269	1142	1
374	269	1471	1
375	269	894	1
376	269	2379	1
377	269	645	1
378	269	1083	1
379	269	2605	1
380	269	228	1
381	269	850	1
382	269	2650	1
383	269	1545	1
384	269	581	1
385	269	980	1
386	968	1738	1
387	1148	1468	1
388	1595	1196	1
389	1595	1454	1
390	2619	1142	1
391	2619	2004	1
392	2368	550	1
393	234	851	1
394	234	2673	1
395	125	1471	1
396	125	850	1
397	125	2650	1
398	125	227	1
399	673	1471	1
400	1394	2638	1
401	1394	1012	1
402	1394	389	1
403	1394	894	1
404	1394	2379	1
405	1394	645	1
406	1394	2605	1
407	557	196	1
408	557	2379	1
409	2192	1142	1
410	2192	227	1
411	2192	1467	1
412	1842	389	1
413	1842	1523	1
414	1842	894	1
415	1842	228	1
416	185	2379	1
417	185	1468	1
418	2377	1468	1
419	2452	2008	1
420	312	1456	1
421	682	1468	1
422	656	2053	1
423	656	1468	1
424	722	2638	1
425	722	1012	1
426	1326	1523	1
427	1091	104	1
428	231	1523	1
429	231	227	1
430	625	104	1
431	2324	1523	1
432	2324	524	1
433	122	761	1
434	2014	389	1
435	2014	894	1
436	2014	645	1
437	2014	2605	1
438	2125	1523	1
439	1909	1523	1
440	1909	721	1
441	1909	654	1
442	873	1468	1
443	873	2650	1
444	705	303	1
445	705	1207	1
446	1375	389	1
447	1375	1468	1
448	1375	2650	1
449	1313	1699	1
450	1430	910	1
451	1430	2650	1
452	1430	242	1
453	1430	2158	1
454	1430	1523	1
455	1430	1138	1
456	1430	1113	1
457	1430	1713	1
458	1430	1134	1
459	1430	1417	1
460	1820	1523	1
461	1034	781	1
462	1034	558	1
463	676	2053	1
464	174	1338	1
465	1184	389	1
466	1184	1699	1
467	1184	1459	1
468	1184	1468	1
469	1184	1207	1
470	1927	1468	1
471	1927	2650	1
472	1339	894	1
473	1339	2379	1
474	1339	850	1
475	1339	2650	1
476	1339	1789	1
477	1637	1459	1
478	2286	1468	1
479	1935	1357	1
480	638	2379	1
481	638	232	1
482	638	2008	1
483	638	2605	1
484	638	1545	1
485	2270	2666	1
486	640	2650	1
487	1484	1836	1
488	1484	550	1
489	1188	1471	1
490	1188	550	1
491	313	1468	1
492	313	2650	1
493	549	1699	1
494	549	1471	1
495	549	2379	1
496	549	1789	1
497	2187	1699	1
498	2187	1468	1
499	114	894	1
500	114	2379	1
501	114	1320	1
502	114	195	1
503	114	1656	1
504	114	316	1
505	114	1357	1
506	2235	1523	1
507	1646	596	1
508	1646	1113	1
509	2323	1699	1
510	2323	1523	1
511	2323	1113	1
512	2323	2650	1
513	1870	1523	1
514	2699	1001	1
515	1792	2454	1
516	1588	1836	1
517	1245	1769	1
518	1245	1207	1
519	1245	1207	1
520	1245	1207	1
521	1245	1207	1
522	1276	2490	1
523	1294	265	1
524	1294	104	1
525	1105	120	1
526	1105	2283	1
527	1105	1220	1
528	1105	807	1
529	1105	512	1
530	1105	1906	1
531	1105	1724	1
532	1105	297	1
533	1105	1149	1
534	921	1523	1
535	1104	1523	1
536	1987	1699	1
537	862	1699	1
538	497	1471	1
539	364	196	1
540	364	1738	1
541	364	704	1
542	364	1006	1
543	858	1831	1
544	2504	1523	1
545	877	2379	1
546	877	2650	1
547	773	1789	1
548	773	2379	1
549	1334	2650	1
550	1708	1468	1
551	107	2053	1
552	107	1468	1
553	1057	389	1
554	1057	228	1
555	1057	1468	1
556	1057	2650	1
557	1057	2185	1
558	2740	596	1
559	934	1699	1
560	2462	1007	1
561	2462	2211	1
562	2462	88	1
563	2462	550	1
564	2462	1087	1
565	2462	1468	1
566	769	2211	1
567	769	1468	1
568	1569	2590	1
569	1569	2590	1
570	2398	1738	1
571	324	596	1
572	324	1459	1
573	1514	1699	1
574	1514	8	1
575	1251	1699	1
576	1251	1699	1
577	1434	1468	1
578	280	1523	1
579	2005	1085	1
580	2005	1210	1
581	2360	550	1
582	2356	1468	1
583	2566	1357	1
584	75	524	1
585	617	1085	1
586	617	1210	1
587	617	1477	1
588	1725	2592	1
589	1725	2165	1
590	1725	2611	1
591	1725	792	1
592	1725	645	1
593	1725	2605	1
594	1725	894	1
595	1725	2305	1
596	1725	373	1
597	1725	581	1
598	1725	2493	1
599	1725	2379	1
600	1725	1012	1
601	1725	2638	1
602	1725	1662	1
603	1725	1468	1
604	903	1699	1
605	85	1741	1
606	1261	1468	1
607	1261	1012	1
608	1261	596	1
609	1261	2638	1
610	2122	1468	1
611	594	550	1
612	2573	1142	1
613	2573	431	1
614	2663	1789	1
615	2663	1357	1
616	89	2625	1
617	321	1468	1
618	2450	1523	1
619	1553	1468	1
620	1553	2053	1
621	271	1001	1
622	415	550	1
623	652	781	1
624	652	2040	1
625	459	1468	1
626	1391	1001	1
627	34	2095	1
628	1168	1699	1
629	911	1789	1
630	1174	1459	1
631	2531	1467	1
632	2531	1142	1
633	2318	645	1
634	2318	894	1
635	2318	850	1
636	2318	1468	1
637	2318	2379	1
638	2318	1471	1
639	295	1471	1
640	295	1468	1
641	295	1523	1
642	295	1471	1
643	295	2053	1
644	2713	1836	1
645	2713	1523	1
646	2147	1789	1
647	2147	2493	1
648	760	2650	1
649	643	2040	1
650	2151	1523	1
651	2664	781	1
652	2664	2040	1
653	2664	1408	1
654	1621	1789	1
655	2679	2669	1
656	795	512	1
657	795	1699	1
658	795	1308	1
659	795	1083	1
660	1591	1468	1
661	1778	894	1
662	1258	1699	1
663	539	1699	1
664	1623	1320	1
665	1318	1699	1
666	780	1468	1
667	2596	1259	1
668	2361	2190	1
669	2361	1831	1
670	730	1523	1
671	407	2004	1
672	407	1142	1
673	407	1467	1
674	1042	1142	1
675	1042	1467	1
676	1042	1468	1
677	1042	2004	1
678	2502	303	1
679	2502	1207	1
680	2502	1738	1
681	1736	596	1
682	21	619	1
683	814	2650	1
684	814	1699	1
685	203	1471	1
686	2487	1523	1
687	212	894	1
688	212	850	1
689	212	227	1
690	212	2454	1
691	250	1459	1
692	250	1459	1
693	250	2212	1
694	871	1766	1
695	1346	2605	1
696	1346	894	1
697	1346	2379	1
698	1346	1523	1
699	2357	1468	1
700	2357	596	1
701	2416	1468	1
702	1045	2493	1
703	72	1113	1
704	72	1468	1
705	848	2174	1
706	1280	781	1
707	1280	1699	1
708	658	1459	1
709	1231	645	1
710	1231	2605	1
711	1231	2650	1
712	1231	894	1
713	1231	2305	1
714	1231	581	1
715	1231	2185	1
716	1231	2379	1
717	1231	389	1
718	1231	1471	1
719	1231	2095	1
720	2273	1471	1
721	2690	850	1
722	563	1523	1
723	826	550	1
724	2062	596	1
725	1522	2549	1
726	1522	1059	1
727	583	550	1
728	644	2650	1
729	644	1468	1
730	1593	1471	1
731	1742	1138	1
732	1239	1357	1
733	2359	35	1
734	615	1459	1
735	615	1468	1
736	2551	1468	1
737	1354	1471	1
738	1718	2669	1
739	666	550	1
740	666	1113	1
741	666	340	1
742	1054	1468	1
743	1980	1468	1
744	762	2650	1
745	528	1471	1
746	1757	1699	1
747	2696	1523	1
748	1565	1134	1
749	1063	363	1
750	1063	2620	1
751	1063	2508	1
752	1506	1523	1
753	2191	1523	1
754	659	1699	1
755	2111	1142	1
756	2111	1467	1
757	2707	2463	1
758	2145	1836	1
759	2145	1523	1
760	1251	1699	1
761	1251	1699	1
762	1251	1699	1
763	1251	1699	1
764	1251	1699	1
765	2530	1699	1
766	2530	1699	1
767	2530	1699	1
768	966	1134	1
769	1251	1699	1
770	1622	2650	1
771	383	1523	1
772	383	227	1
773	1824	596	1
774	1824	1468	1
775	731	1985	1
776	731	1087	1
777	41	1468	1
778	1732	1196	1
779	1693	721	1
780	490	1142	1
781	490	2004	1
782	2084	1468	1
783	2084	227	1
784	2332	232	1
785	2540	1468	1
786	2317	1523	1
787	2317	1471	1
788	2317	894	1
789	2317	2379	1
790	2317	645	1
791	2317	1083	1
792	2317	2605	1
793	2317	228	1
794	2317	850	1
795	2317	1113	1
796	2317	1545	1
797	1466	2638	1
798	1466	1012	1
799	1466	389	1
800	1466	1523	1
801	1466	1471	1
802	1466	2611	1
803	1466	894	1
804	1466	2379	1
805	1466	645	1
806	1466	1083	1
807	1466	2605	1
808	1466	228	1
809	1466	850	1
810	1466	1468	1
811	1466	227	1
812	1466	1545	1
813	912	1142	1
814	912	894	1
815	912	2379	1
816	912	2008	1
817	912	2605	1
818	912	1468	1
819	912	674	1
820	868	1471	1
821	868	1468	1
822	1986	1468	1
823	1961	227	1
824	738	1142	1
825	738	2004	1
826	738	1467	1
827	1362	1523	1
828	450	389	1
829	450	1468	1
830	450	2650	1
831	1899	227	1
832	1899	256	1
833	159	1471	1
834	1634	389	1
835	1634	1523	1
836	1634	1471	1
837	1634	894	1
838	1634	228	1
839	2541	1468	1
840	998	1142	1
841	998	2004	1
842	998	524	1
843	998	1467	1
844	874	524	1
845	1676	1831	1
846	1676	2659	1
847	1676	805	1
848	1676	1142	1
849	1676	1523	1
850	1676	2004	1
851	1676	524	1
852	1473	2454	1
853	1473	1789	1
854	1473	1159	1
855	1473	2528	1
856	1473	1468	1
857	1473	373	1
858	1473	2162	1
859	1473	2185	1
860	71	29	1
861	71	2611	1
862	71	1207	1
863	71	1207	1
864	71	1207	1
865	71	1207	1
866	71	227	1
867	71	1468	1
868	71	2650	1
869	1799	1789	1
870	1799	1357	1
871	1247	1699	1
872	1247	1523	1
873	1247	1468	1
874	2274	1523	1
875	2089	1523	1
876	4	2040	1
877	4	1662	1
878	4	389	1
879	4	894	1
880	4	645	1
881	4	2605	1
882	4	228	1
883	4	1468	1
884	4	2650	1
885	4	2185	1
886	1182	1523	1
887	1557	1087	1
888	1342	2095	1
889	2250	2095	1
890	941	1471	1
891	1750	1523	1
892	2408	1523	1
893	2408	2379	1
894	2408	227	1
895	1286	2379	1
896	653	1468	1
897	1952	1471	1
898	1952	2454	1
899	1952	894	1
900	1952	2379	1
901	1952	2605	1
902	1952	228	1
903	1952	850	1
904	1952	227	1
905	1952	1545	1
906	2383	1471	1
907	402	1836	1
908	2188	1756	1
909	1	1468	1
910	1	2650	1
911	1226	24	1
912	123	1468	1
913	1570	389	1
914	1570	1454	1
915	1570	1468	1
916	1570	2185	1
917	1302	1523	1
918	1302	2341	1
919	1302	2379	1
920	298	1523	1
921	1791	1764	1
922	458	1468	1
923	2069	2095	1
924	2069	894	1
925	2069	2379	1
926	2069	645	1
927	2069	850	1
928	2069	2185	1
929	1931	1836	1
930	1303	596	1
931	157	1292	1
932	1189	898	1
933	422	389	1
934	422	2185	1
935	1293	389	1
936	1293	1471	1
937	1293	1468	1
938	1293	2185	1
939	2384	1468	1
940	310	1471	1
941	310	2669	1
942	1864	1140	1
943	56	2638	1
944	56	1012	1
945	56	1112	1
946	56	1022	1
947	56	1468	1
948	144	1523	1
949	989	1142	1
950	989	427	1
951	989	550	1
952	981	389	1
953	1233	1523	1
954	1233	1456	1
955	1746	1113	1
956	1746	1468	1
957	1746	1865	1
958	210	2379	1
959	1423	2650	1
960	1423	1468	1
961	1583	2053	1
962	1583	1468	1
963	739	1471	1
964	739	2454	1
965	2578	550	1
966	1436	1459	1
967	1436	2650	1
968	1436	1468	1
969	2451	596	1
970	84	1523	1
971	2160	1523	1
972	2160	1468	1
973	1331	2223	1
974	1331	1161	1
975	1331	884	1
976	1331	1234	1
977	1331	2008	1
978	1331	88	1
979	1331	1545	1
980	1331	1468	1
981	1266	1471	1
982	2306	894	1
983	2306	2379	1
984	2306	2605	1
985	2306	195	1
986	1445	894	1
987	1445	2379	1
988	1445	195	1
989	2509	1468	1
990	150	39	1
991	2507	1075	1
992	2507	2592	1
993	2507	2165	1
994	2507	2669	1
995	2507	1022	1
996	2507	1468	1
997	272	1320	1
998	418	2053	1
999	2597	2053	1
1000	2597	850	1
1001	2597	1468	1
1002	2597	2650	1
1003	1460	389	1
1004	1460	1468	1
1005	1460	2185	1
1006	2343	596	1
1007	2343	1523	1
1008	2343	2650	1
1009	2654	1523	1
1010	1020	1523	1
1011	1020	1471	1
1012	1020	1001	1
1013	1020	1789	1
1014	1020	894	1
1015	1020	2379	1
1016	1020	645	1
1017	1020	2605	1
1018	1020	850	1
1019	1020	227	1
1020	1020	581	1
1021	344	1836	1
1022	344	1142	1
1023	344	1467	1
1024	588	1468	1
1025	1827	2155	1
1026	1827	1210	1
1027	963	1085	1
1028	963	2155	1
1029	963	1210	1
1030	404	1523	1
1031	1929	2053	1
1032	1929	1468	1
1033	366	1699	1
1034	1580	1699	1
1035	748	1113	1
1036	2278	2650	1
1037	1150	1699	1
1038	1150	1468	1
1039	529	1357	1
1040	1540	2379	1
1041	131	1523	1
1042	131	1471	1
1043	1494	1142	1
1044	1494	1471	1
1045	1494	2004	1
1046	236	1523	1
1047	589	60	1
1048	2496	512	1
1049	2496	303	1
1050	2496	1207	1
1051	2077	389	1
1052	2077	2650	1
1053	2077	2185	1
1054	632	389	1
1055	632	1468	1
1056	1110	389	1
1057	1110	1468	1
1058	1110	2185	1
1059	685	389	1
1060	685	2379	1
1061	685	2185	1
1062	2294	389	1
1063	2294	2650	1
1064	635	389	1
1065	635	1471	1
1066	635	894	1
1067	635	2379	1
1068	1759	389	1
1069	1759	894	1
1070	1759	2379	1
1071	1759	2185	1
1072	2618	1459	1
1073	2618	1207	1
1074	2618	1207	1
1075	2618	1207	1
1076	2618	1207	1
1077	590	1357	1
1078	1609	1468	1
1079	940	2650	1
1080	847	1459	1
1081	847	2650	1
1082	2009	1468	1
1083	606	2053	1
1084	606	1468	1
1085	2546	1699	1
1086	2721	1468	1
1087	22	29	1
1088	22	1112	1
1089	22	2454	1
1090	22	2379	1
1091	22	1022	1
1092	22	1468	1
1093	22	227	1
1094	1857	1699	1
1095	183	1738	1
1096	1126	1699	1
1097	1126	2162	1
1098	2328	851	1
1099	2358	389	1
1100	2358	2650	1
1101	2358	2185	1
1102	1976	1699	1
1103	1976	1468	1
1104	2499	1789	1
1105	2499	227	1
1106	1790	1523	1
1107	1790	2466	1
1108	2098	2638	1
1109	2098	1012	1
1110	2098	29	1
1111	2098	1112	1
1112	2098	2454	1
1113	2098	2611	1
1114	2098	1022	1
1115	2098	1468	1
1116	2098	227	1
1117	2471	2165	1
1118	2471	1523	1
1119	2471	2611	1
1120	2471	1468	1
1121	1694	1738	1
1122	2645	389	1
1123	2645	1471	1
1124	2503	1459	1
1125	2268	1142	1
1126	2268	1467	1
1127	2271	931	1
1128	2271	2583	1
1129	2271	1196	1
1130	2271	233	1
1131	579	1523	1
1132	2492	1523	1
1133	559	1836	1
1134	559	524	1
1135	559	2155	1
1136	559	227	1
1137	2662	1471	1
1138	2662	1468	1
1139	2662	2650	1
1140	922	1906	1
1141	2532	2454	1
1142	1554	1523	1
1143	1554	2669	1
1144	964	1523	1
1145	964	2053	1
1146	1095	931	1
1147	1095	233	1
1148	409	1308	1
1149	409	1417	1
1150	2333	1471	1
1151	2370	1836	1
1152	1487	1142	1
1153	1487	2004	1
1154	1487	2650	1
1155	521	524	1
1156	521	2620	1
1157	521	1477	1
1158	521	1085	1
1159	1281	2592	1
1160	115	1836	1
1161	115	1523	1
1162	115	1468	1
1163	381	1357	1
1164	108	1699	1
1165	2195	1468	1
1166	1049	1523	1
1167	1450	1523	1
1168	1450	1819	1
1169	1450	2341	1
1170	1450	849	1
1171	1450	1207	1
1172	1324	389	1
1173	1324	2185	1
1174	1890	2638	1
1175	1890	1012	1
1176	1890	29	1
1177	1890	1112	1
1178	1890	2454	1
1179	1566	2638	1
1180	1566	1012	1
1181	1566	29	1
1182	1566	1112	1
1183	1566	2454	1
1184	1566	1022	1
1185	1566	1468	1
1186	1566	227	1
1187	1770	1085	1
1188	1770	2379	1
1189	1770	2155	1
1190	1770	1561	1
1191	1657	1468	1
1192	1958	1468	1
1193	2304	1523	1
1194	2215	1836	1
1195	2215	1523	1
1196	2215	1819	1
1197	1193	1836	1
1198	1193	1523	1
1199	1193	2669	1
1200	2263	1699	1
1201	2263	2558	1
1202	2263	1468	1
1203	390	1699	1
1204	390	596	1
1205	390	1468	1
1206	671	2112	1
1207	671	752	1
1208	671	1798	1
1209	671	552	1
1210	592	1468	1
1211	311	1789	1
1212	733	2650	1
1213	1558	1699	1
1214	1501	1738	1
1215	1680	596	1
1216	1071	2411	1
1217	1885	1523	1
1218	1885	104	1
1219	1885	1125	1
1220	1885	1035	1
1221	1885	997	1
1222	1638	1523	1
1223	277	1523	1
1224	1147	1523	1
1225	907	1523	1
1226	1152	1738	1
1227	394	1468	1
1228	887	1471	1
1229	887	894	1
1230	887	2379	1
1231	887	645	1
1232	887	850	1
1233	2314	1523	1
1234	2314	1471	1
1235	2314	2650	1
1236	2314	1468	1
1237	1858	533	1
1238	1858	2494	1
1239	1858	1613	1
1240	1858	1523	1
1241	1858	1471	1
1242	1858	747	1
1243	1858	1468	1
1244	1858	812	1
1245	395	1471	1
1246	395	1456	1
1247	395	820	1
1248	395	2669	1
1249	2161	1523	1
1250	2161	1468	1
1251	399	1523	1
1252	116	389	1
1253	116	1523	1
1254	116	1471	1
1255	116	2611	1
1256	116	894	1
1257	116	2379	1
1258	116	645	1
1259	116	2605	1
1260	116	228	1
1261	116	850	1
1262	116	1468	1
1263	116	227	1
1264	2228	1253	1
1265	2228	1789	1
1266	2228	1234	1
1267	2228	2008	1
1268	2228	88	1
1269	2228	1468	1
1270	2228	1545	1
1271	1994	1836	1
1272	1160	1471	1
1273	1813	599	1
1274	1813	1578	1
1275	55	894	1
1276	1099	2650	1
1277	28	29	1
1278	28	1523	1
1279	28	1471	1
1280	1551	1468	1
1281	2166	550	1
1282	49	1523	1
1283	1285	1113	1
1284	1285	227	1
1285	483	596	1
1286	483	1242	1
1287	483	1468	1
1288	483	227	1
1289	1513	1468	1
1290	516	384	1
1291	918	1523	1
1292	1730	1468	1
1293	1121	227	1
1294	1132	1471	1
1295	1132	1819	1
1296	2579	2411	1
1297	1137	1836	1
1298	1975	1459	1
1299	1975	1468	1
1300	680	550	1
1301	1871	2040	1
1302	1871	29	1
1303	1871	2162	1
1304	1157	1468	1
1305	2129	1468	1
1306	967	1468	1
1307	967	2650	1
1308	1317	2638	1
1309	1317	1081	1
1310	1317	1699	1
1311	1317	1468	1
1312	1317	227	1
1313	1130	1471	1
1314	1432	1729	1
1315	1432	2053	1
1316	1432	1468	1
1317	1235	1836	1
1318	1235	931	1
1319	1235	2583	1
1320	1235	1471	1
1321	1235	233	1
1322	1235	1083	1
1323	1235	1468	1
1324	2680	39	1
1325	437	2095	1
1326	437	1523	1
1327	437	1471	1
1328	437	894	1
1329	437	2379	1
1330	437	1357	1
1331	437	581	1
1332	437	2185	1
1333	1505	512	1
1334	2519	550	1
1335	808	2650	1
1336	562	1459	1
1337	836	2638	1
1338	836	1012	1
1339	836	389	1
1340	836	2592	1
1341	836	1471	1
1342	836	2611	1
1343	836	2379	1
1344	836	1083	1
1345	836	228	1
1346	836	227	1
1347	836	1545	1
1348	1712	196	1
1349	1712	1738	1
1350	1712	1142	1
1351	755	1142	1
1352	755	1523	1
1353	755	2004	1
1354	755	850	1
1355	755	1468	1
1356	755	2650	1
1357	755	1467	1
1358	1064	2549	1
1359	1064	1059	1
1360	2718	1468	1
1361	323	1459	1
1362	323	1468	1
1363	2705	476	1
1364	2417	1738	1
1365	736	2102	1
1366	736	2611	1
1367	257	1662	1
1368	257	389	1
1369	257	894	1
1370	257	228	1
1371	771	1459	1
1372	602	1468	1
1373	2440	1468	1
1374	255	1001	1
1375	2169	2379	1
1376	2154	1467	1
1377	2615	1662	1
1378	2615	389	1
1379	2615	1523	1
1380	2615	1471	1
1381	2615	894	1
1382	2615	2008	1
1383	2615	228	1
1384	2201	2008	1
1385	337	2008	1
1386	283	1459	1
1387	846	2379	1
1388	511	1142	1
1389	511	1523	1
1390	511	2004	1
1391	511	1467	1
1392	351	1468	1
1393	341	2454	1
1394	341	2379	1
1395	1252	1459	1
1396	1252	1523	1
1397	1252	1468	1
1398	1252	2650	1
1399	43	850	1
1400	43	1468	1
1401	1420	389	1
1402	1420	2185	1
1403	883	1523	1
1404	2072	1699	1
1405	1722	1471	1
1406	2331	2592	1
1407	2331	1468	1
1408	2241	1699	1
1409	1003	1468	1
1410	2255	1001	1
1411	2255	1789	1
1412	2255	1357	1
1413	943	1523	1
1414	1502	1459	1
1415	245	389	1
1416	245	1471	1
1417	245	1468	1
1418	245	2650	1
1419	2512	389	1
1420	2512	1468	1
1421	2512	2650	1
1422	2512	2185	1
1423	2024	910	1
1424	2024	2158	1
1425	2024	303	1
1426	2024	1001	1
1427	2024	1113	1
1428	2024	1207	1
1429	2608	389	1
1430	2608	1468	1
1431	2608	2185	1
1432	835	389	1
1433	835	1471	1
1434	835	1468	1
1435	32	389	1
1436	32	2185	1
